path	branch	head	dirty_entries	ignored_evidence_files	node_modules	node_modules_kind	node_modules_target	dist_dirs	has_public	has_artifacts	has_test_results	merged_into_ship	structural_size_class
C:/Users/david/projects/atomic-acres-pass69-2-runtime	contrib/dave-gaming-pc/hermes/pass69-2-runtime	b25df9da	0	1293	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/projects/atomic-acres-pass69-arms	contrib/dave-gaming-pc/hermes/pass69-arms	612ad227	0	59	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/projects/atomic-acres-pass69-art	contrib/dave-gaming-pc/hermes/pass69-art-lane	d9b3176e	0	2	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/projects/atomic-acres-pass69-candidate	contrib/dave-gaming-pc/hermes/pass69-hidden-farcrysis	83395da4	0	0	yes	real	-	0	yes	no	no	no	C_installed_nodist
C:/Users/david/projects/atomic-acres-pass69-chopper	contrib/dave-gaming-pc/hermes/pass69-chopper	6e6a4b5f	0	4	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/projects/atomic-acres-pass69-field-kit	contrib/dave-gaming-pc/hermes/pass69-field-kit	a1513da9	0	9	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/projects/atomic-acres-pass69-inspect	(detached)	c47335b3	2	0	yes	real	-	1	yes	no	no	no	B_installed_onedist
C:/Users/david/projects/atomic-acres-pass69-integrated	contrib/dave-gaming-pc/hermes/pass69-integrated	739807e6	0	29	yes	real	-	1	yes	yes	no	yes	B_installed_onedist
C:/Users/david/projects/atomic-acres-pass69-mobile-desktop-reconciliation	contrib/dave-gaming-pc/hermes/pass69-mobile-desktop-reconciliation	97c1a084	0	82	yes	real	-	1	yes	yes	no	yes	B_installed_onedist
C:/Users/david/projects/atomic-acres-pass69-release-shell	contrib/dave-gaming-pc/hermes/pass69-release-shell	60cd8e6d	0	32	yes	real	-	1	yes	yes	yes	yes	B_installed_onedist
C:/Users/david/projects/atomic-acres-pass74	contrib/dave-gaming-pc/claude/pass74-20260821	97654025	0	84	yes	real	-	1	yes	yes	no	yes	B_installed_onedist
C:/Users/david/projects/atomic-acres-pass74-skins	contrib/dave-gaming-pc/claude/pass74-skins-lane	b1f0bac5	0	34	yes	real	-	1	yes	yes	no	yes	B_installed_onedist
C:/Users/david/projects/atomic-acres-pr8-audit-20260722	(detached)	655a35a1	0	4	yes	real	-	1	yes	yes	yes	yes	B_installed_onedist
C:/Users/david/projects/atomic-acres-production-27e0858	main	249a7ee7	1670	23	yes	real	-	1	yes	yes	yes	yes	B_installed_onedist
C:/Users/david/projects/atomic-acres-production-release-timestamp	contrib/dave-gaming-pc/hermes/production-release-timestamp	03c470e7	0	6	yes	real	-	1	yes	yes	no	yes	B_installed_onedist
C:/Users/david/projects/atomic-acres-release-4941549	agent/pass57-release-metadata-20260722	76dde017	0	0	yes	real	-	1	yes	no	no	yes	B_installed_onedist
C:/Users/david/projects/atomic-acres-release-6b0495d	(detached)	6b0495da	0	0	yes	real	-	1	yes	no	no	yes	B_installed_onedist
C:/Users/david/projects/atomic-acres-release-atomic-20260722	contrib/dave-gaming-pc/codex/atomic-acres-aesthetic-overhaul	edb15dd1	0	10	yes	real	-	1	yes	yes	yes	yes	B_installed_onedist
C:/Users/david/projects/atomic-acres-release-integration-20260722	contrib/dave-gaming-pc/codex/release-integration-20260722	a06c5040	0	14	yes	real	-	1	yes	yes	yes	no	B_installed_onedist
C:/Users/david/projects/atomic-acres-release-method-v2-20260723	contrib/dave-gaming-pc/codex/release-method-v2	56010706	0	5	yes	real	-	1	yes	yes	no	yes	B_installed_onedist
C:/Users/david/projects/atomic-acres-release-rustworks-20260722	contrib/dave-gaming-pc/codex/rustworks-tower-overhaul	d6ac7885	0	1	no	-	-	0	yes	yes	no	yes	D_noinstall_dist
C:/Users/david/projects/atomic-acres-release-terminal-20260722	contrib/dave-gaming-pc/codex/skyline-terminal-overhaul	5fb048b0	0	8	yes	real	-	1	yes	yes	yes	yes	B_installed_onedist
C:/Users/david/projects/atomic-acres-release-verify-3bf3aa0	(detached)	1d830d70	0	26	yes	real	-	1	yes	yes	no	yes	B_installed_onedist
C:/Users/david/projects/atomic-acres-requirements-gate-20260724	contrib/dave-gaming-pc/codex/requirements-acceptance-gate	10f5847d	0	13	yes	real	-	1	yes	yes	no	yes	B_installed_onedist
C:/Users/david/projects/atomic-acres-review-pass52	(detached)	86dc167f	0	47	yes	real	-	1	yes	yes	yes	yes	B_installed_onedist
C:/Users/david/projects/atomic-acres-rig-deploy-20260722	(detached)	fadf0e8b	0	2	yes	real	-	1	yes	yes	no	yes	B_installed_onedist
C:/Users/david/projects/atomic-acres-rig-integration-20260722	agent/rig-weapon-hud-live-20260722	ff8efd50	0	20	yes	real	-	1	yes	yes	yes	no	B_installed_onedist
C:/Users/david/projects/atomic-acres-rustworks-operator-20260722	agent/rustworks-ocean-layout-20260722	655a35a1	0	8	yes	real	-	1	yes	yes	yes	yes	B_installed_onedist
C:/Users/david/projects/atomic-acres-sea-dragon-island-patrol	contrib/dave-gaming-pc/hermes/sea-dragon-island-patrol	55090261	4	20	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/projects/atomic-acres-shooting-range-20260722	codex/shooting-range-20260722	f427c571	0	2	yes	real	-	1	yes	yes	no	yes	B_installed_onedist
C:/Users/david/projects/atomic-acres-stable-last-release-timestamp	contrib/dave-gaming-pc/hermes/stable-last-release-timestamp	73cd5aaa	0	10	yes	real	-	1	yes	yes	no	yes	B_installed_onedist
C:/Users/david/projects/atomic-acres-terminal-polish-20260722	desky/terminal-polish-20260722	8d506009	0	0	yes	real	-	1	yes	no	no	yes	B_installed_onedist
C:/Users/david/projects/atomic-acres-test-arms-pick	test/pass66-arms-pick	2df960ed	0	0	no	-	-	0	yes	no	no	yes	D_noinstall_dist
C:/Users/david/projects/atomic-acres-test-chopper-assets	test/pass65-chopper-assets	2df960ed	0	0	no	-	-	0	yes	no	no	yes	D_noinstall_dist
C:/Users/david/projects/atomic-acres-v671-reconcile	contrib/dave-gaming-pc/hermes/main-v671-reconcile	8c3ad1cd	0	0	yes	real	-	0	yes	no	no	yes	C_installed_nodist
C:/Users/david/projects/atomic-acres-v68-browser-fixes	contrib/dave-gaming-pc/hermes/v68-browser-fixes	2db57f11	0	28	yes	real	-	1	yes	yes	no	yes	B_installed_onedist
C:/Users/david/projects/atomic-acres-v68-live-test	contrib/dave-gaming-pc/hermes/v68-live-test	5b65b308	4	0	yes	real	-	1	yes	no	no	yes	B_installed_onedist
C:/Users/david/projects/atomic-acres-v68-signal-admission	contrib/dave-gaming-pc/hermes/v68-signal-admission	ff4b5706	0	5	yes	real	-	0	yes	yes	no	yes	C_installed_nodist
C:/Users/david/projects/atomic-acres-verify-99da1d9	(detached)	99da1d92	1	172	yes	link	/c/Users/david/projects/atomic-acres-desky-backlog-86dc167/node_modules	1	yes	yes	yes	no	B_installed_onedist
C:/Users/david/projects/atomic-acres-verify-skyline-47c09fb	(detached)	47c09fb9	0	0	no	-	-	0	yes	no	no	yes	D_noinstall_dist
C:/Users/david/projects/atomic-acres-wallbang-20260722	codex/pass54-wall-penetration-20260722	f4fdd8a2	0	2	yes	real	-	1	yes	yes	no	yes	B_installed_onedist
C:/Users/david/projects/bisect-regression-team	(detached)	5ffa4f67	1	20	yes	link	/c/Users/david/projects/atomic-acres-gauntlet/node_modules	38	yes	yes	no	yes	A_installed_multidist
