path	branch	head	dirty_entries	ignored_evidence_files	node_modules	node_modules_kind	node_modules_target	dist_dirs	has_public	has_artifacts	has_test_results	merged_into_ship	structural_size_class
C:/Users/david/Documents/Codex/2026-08-01/ok-we/work/atomic-acres-pass66-final-adjustments	contrib/dave-gaming-pc/codex/pass66-final-adjustments-20260801	80ae1551	0	2952	yes	real	-	1	yes	yes	yes	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-all-finger-floors	contrib/dave-gaming-pc/codex/pass69-3-all-finger-floors	acc527bd	0	0	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-first-fire-prewarm/node_modules	0	yes	no	no	no	C_installed_nodist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-dummy-rgb-proof	contrib/dave-gaming-pc/codex/pass69-3-dummy-rgb-proof-v1	e45fad33	0	1	yes	real	-	0	yes	no	no	no	C_installed_nodist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-first-fire-prewarm	contrib/dave-gaming-pc/codex/pass69-3-first-fire-prewarm	69949a85	0	3	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass69-3-surgical/node_modules	0	yes	yes	no	no	C_installed_nodist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-hand-camera-oblique-sweep	(detached)	4a22cc92	2	0	no	-	-	0	yes	no	no	yes	D_noinstall_dist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-hand-camera-v2	contrib/dave-gaming-pc/codex/pass69-3-hand-camera-v2	8e5bef16	0	4	yes	real	-	0	yes	yes	no	no	C_installed_nodist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-killstreak-diag	(detached)	20782e56	0	7	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass69-3-surgical/node_modules	0	yes	yes	no	no	C_installed_nodist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-m14-prewarm	contrib/dave-gaming-pc/codex/pass69-3-m14-prewarm	4ce8ddb8	0	1	yes	real	-	0	yes	no	no	no	C_installed_nodist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass69-3	evidence/dave-gaming-pc/codex/pass69-2-rejected-squash	2864f2d4	82	0	yes	real	-	0	yes	no	no	yes	C_installed_nodist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass69-3-arms-author	contrib/dave-gaming-pc/codex/pass69-3-arms-author-20260810	264c94f8	0	55	yes	real	-	0	yes	yes	no	yes	C_installed_nodist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass69-3-arms-plan	contrib/dave-gaming-pc/codex/pass69-3-arms-reauthor-plan	4cefa5c0	0	2	no	-	-	0	yes	yes	no	no	D_noinstall_dist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass69-3-surgical	contrib/dave-gaming-pc/codex/pass69-3-reconciliation	bd3c660c	0	1202	yes	real	-	1	yes	yes	no	yes	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass69-publication	contrib/dave-gaming-pc/codex/pass69-two-choice-verifier	b55f47f9	0	9	yes	real	-	1	yes	yes	no	yes	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-candidate	contrib/dave-gaming-pc/codex/pass70-candidate	de7ca98d	0	1032	yes	real	-	1	yes	yes	no	yes	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-carpet-authority	contrib/dave-gaming-pc/codex/pass70-carpet-authority-rejoin	9dbf6271	0	1	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-candidate/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-carpet-hosted-fire	contrib/dave-gaming-pc/codex/pass70-carpet-hosted-fire	1d09bd4d	0	1	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-candidate/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-carpet-reservation	contrib/dave-gaming-pc/codex/pass70-carpet-reservation-lifecycle	81f30ea4	0	2	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-candidate/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-chopper-complete	contrib/dave-gaming-pc/codex/pass70-chopper-complete	c7e1070e	0	15	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-candidate/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-context-loss-gate	contrib/dave-gaming-pc/codex/pass70-context-loss-gate	d977e326	0	0	yes	real	-	0	yes	no	no	no	C_installed_nodist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-crossbow-bolt	contrib/dave-gaming-pc/codex/pass70-crossbow-bolt	22d20015	0	1	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-optics/node_modules	0	yes	yes	no	no	C_installed_nodist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-death-drop-expiry	contrib/dave-gaming-pc/codex/pass70-death-drop-expiry	28977fb0	0	3	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-qoder-sw-adapter-recovery/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-field-kit-ui	contrib/dave-gaming-pc/codex/pass70-field-kit-ui	7c6b9b6a	0	3	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-foundation/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-fire	contrib/dave-gaming-pc/codex/pass70-fire	c09d8191	0	1	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-candidate/node_modules	0	yes	yes	no	no	C_installed_nodist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-firefox-geckodriver	contrib/dave-gaming-pc/codex/pass70-firefox-geckodriver	27808597	0	4	yes	real	-	0	yes	yes	no	no	C_installed_nodist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-firefox-multiplayer	contrib/dave-gaming-pc/codex/pass70-firefox-multiplayer	0e4ccb42	0	12	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-foundation	contrib/dave-gaming-pc/codex/pass70-owner-feedback-foundation	ee1802f2	0	2	yes	real	-	0	yes	yes	no	no	C_installed_nodist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-hands	contrib/dave-gaming-pc/codex/pass70-hands	60ffbcc7	0	11	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-candidate/node_modules	0	yes	yes	no	yes	C_installed_nodist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-hands-asset-finalize	contrib/dave-gaming-pc/codex/pass70-hands-asset-finalize	e73b9f52	0	62	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-candidate/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-hands-finish	contrib/dave-gaming-pc/codex/pass70-hands-finish	9f72a21c	0	43	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-candidate/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-hitl2-candidate	contrib/dave-gaming-pc/codex/pass70-hitl2-candidate	07a6bad5	0	1051	yes	real	-	1	yes	yes	no	yes	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-hitl2-fieldkit	contrib/dave-gaming-pc/codex/pass70-hitl2-fieldkit	9c760123	0	37	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-candidate/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-hitl2-support-testbay	contrib/dave-gaming-pc/codex/pass70-hitl2-support-testbay	a7434e5b	0	24	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-candidate/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-hitl2-viewmodel-arms	contrib/dave-gaming-pc/codex/pass70-hitl2-viewmodel-arms	240ee64a	0	25	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-foundation/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-hitl3-damage-audio-perf	contrib/dave-gaming-pc/codex/pass70-hitl3-damage-audio-perf	66275a2b	0	7	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-hitl3-gunrange-hud	contrib/dave-gaming-pc/codex/pass70-hitl3-gunrange-hud	a6ea3019	0	2	yes	link	/c/Users/david/projects/atomic-acres-production-27e0858/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-hitl3-viewmodel-xray	contrib/dave-gaming-pc/codex/pass70-hitl3-viewmodel-xray	099fcaff	0	1	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-hitl2-candidate/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-host-timer-authority	contrib/dave-gaming-pc/codex/pass70-host-timer-authority	1fe097a5	0	5	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-candidate/node_modules	0	yes	yes	no	no	C_installed_nodist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-menu-preview-v14	contrib/dave-gaming-pc/codex/pass70-menu-preview-v14	a557b80f	0	0	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-candidate/node_modules	0	yes	no	no	no	C_installed_nodist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-multiplayer	contrib/dave-gaming-pc/codex/pass70-multiplayer-fixes	712a931d	0	26	yes	link	/c/Users/david/projects/atomic-acres-production-27e0858/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-optics	contrib/dave-gaming-pc/codex/pass70-optic-aperture	5508e491	0	25	yes	real	-	0	yes	yes	no	yes	C_installed_nodist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-qoder-late-failures	contrib/dave-gaming-pc/codex/pass70-qoder-late-failures	73b25baa	0	3	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-hitl2-candidate/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-qoder-rejoin-diagnostic	contrib/dave-gaming-pc/codex/pass70-qoder-rejoin-diagnostic	f5d5811d	0	3	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-hitl2-candidate/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-qoder-sw-adapter-recovery	contrib/dave-gaming-pc/codex/pass70-qoder-sw-adapter-recovery	75b66c3d	0	2	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-hitl2-candidate/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-range-bots	contrib/dave-gaming-pc/codex/pass70-range-bots	b1dc4df9	0	2	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-recovery-pose-assert	contrib/dave-gaming-pc/codex/pass70-recovery-pose-assert	1d623be2	0	1	no	-	-	0	yes	no	no	no	D_noinstall_dist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-release-identity	contrib/dave-gaming-pc/codex/pass70-release-identity	d527c9ef	0	6	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-candidate/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-surface-effects	contrib/dave-gaming-pc/codex/pass70-surface-effects	e1254466	0	1	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-candidate/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-test-bay-world	contrib/dave-gaming-pc/codex/pass70-test-bay-world	49f76764	0	4	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-candidate/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-v15-preview-code	contrib/dave-gaming-pc/codex/pass70-v15-preview-code	8612226f	0	2	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-hitl2-candidate/node_modules	0	yes	yes	no	no	C_installed_nodist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-weapon-contact-scope	contrib/dave-gaming-pc/codex/pass70-weapon-contact-scope	c68ab4e3	0	5	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-webkit-contract	contrib/dave-gaming-pc/codex/pass70-webkit-contract	33a076e2	0	2	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass70-hitl2-candidate/node_modules	0	yes	yes	no	no	C_installed_nodist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-audio-buzz	pass71-audio-buzz	c3f64abf	0	0	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-integration/node_modules	1	yes	no	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-authority-hardening	contrib/dave-gaming-pc/codex/pass71-authority-hardening	f92b2725	0	2	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-bot-glass-audit	pass71-bot-glass-audit	d69a55d5	0	0	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-integration/node_modules	1	yes	no	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-capsule-evidence	contrib/dave-gaming-pc/codex/pass71-capsule-evidence	16009b42	0	2	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-owner-fixes/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-chopper-ci-fix	contrib/dave-gaming-pc/codex/pass71-chopper-ci-fix	95d2189a	0	43	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-crossbow-candidate-fix	contrib/dave-gaming-pc/codex/pass71-crossbow-candidate-fix	0ce824a4	0	4	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-dynamic-acceptance	contrib/dave-gaming-pc/codex/pass71-dynamic-acceptance	a698496a	0	1	yes	real	-	0	yes	yes	no	no	C_installed_nodist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-effects-audio-glass	contrib/dave-gaming-pc/codex/pass71-effects-audio-glass	c35dd012	0	10	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-final-quality-audit-7c9	contrib/dave-gaming-pc/codex/pass71-final-quality-audit-7c9	d1257e9c	0	2	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-firefox-chrome-parity	contrib/dave-gaming-pc/codex/pass71-firefox-chrome-parity	bd25073c	0	4	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-integration/node_modules	0	yes	yes	no	no	C_installed_nodist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-flare-identity	contrib/dave-gaming-pc/codex/pass71-flare-exact-identity	21992f41	0	3	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-frame-budget-windows-fix	contrib/dave-gaming-pc/codex/pass71-frame-budget-windows-fix	996740d3	0	8	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-glass-ci-fix	contrib/dave-gaming-pc/codex/pass71-glass-ci-fix	dfa9aec7	0	4	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-glass-combined-check	pass71-glass-combined-check	0dd30991	0	0	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-integration/node_modules	0	yes	no	no	no	C_installed_nodist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-glass-eligibility	contrib/dave-gaming-pc/codex/pass71-glass-eligibility	80622379	0	0	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-integration/node_modules	1	yes	no	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-glass-matrix-reconcile	contrib/dave-gaming-pc/codex/pass71-glass-matrix-reconcile	687e0a03	0	2	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-glass-second-fix	contrib/dave-gaming-pc/codex/pass71-glass-second-fix	9dbb95be	0	1	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-integration/node_modules	1	yes	no	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-guest-glass-authority	pass71-guest-glass-authority	0423ce74	0	0	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-integration/node_modules	1	yes	no	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-hf300-drone-thermal	contrib/dave-gaming-pc/codex/pass71-hf300-drone-thermal	cb5282ed	0	2	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-hf305	contrib/dave-gaming-pc/codex/pass71-hf305-nuke-evidence	7aa85595	0	4	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-owner-fixes/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-hf310-evidence	contrib/dave-gaming-pc/codex/pass71-hf310-stuck-evidence	40ffe2dd	0	3	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-hitch-release-gate	contrib/dave-gaming-pc/codex/pass71-hitch-release-gate	e2753e5c	0	2	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-host-lobby-p0	contrib/dave-gaming-pc/codex/pass71-host-lobby-p0	20867ea4	0	35	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-owner-fixes/node_modules	0	yes	yes	no	no	C_installed_nodist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-integration	contrib/dave-gaming-pc/codex/pass71-release-integration	eb098984	0	1014	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-owner-fixes/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-native-feature-evidence	contrib/dave-gaming-pc/codex/pass71-native-feature-evidence	e72b2064	0	2	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-nuke-attribution	contrib/dave-gaming-pc/codex/pass71-nuke-attribution	68360bc0	0	1	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-integration/node_modules	1	yes	no	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-nuke-shadow-race	contrib/dave-gaming-pc/codex/pass71-nuke-shadow-race	55502dff	0	3	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-owner-fixes/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-owner-fixes	contrib/dave-gaming-pc/codex/pass71-owner-fixes	fe64a4ec	0	4	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-perception-firefox	contrib/dave-gaming-pc/codex/pass71-perception-firefox	2c1b553c	0	34	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-projectile-glass-native	contrib/dave-gaming-pc/codex/pass71-projectile-glass-native	3c49652f	0	3	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-integration/node_modules	0	yes	yes	no	no	C_installed_nodist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-prone-native-fix	contrib/dave-gaming-pc/codex/pass71-prone-native-fix	d417d2a6	0	27	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-protocol-fix	contrib/dave-gaming-pc/codex/pass71-bot-glass-protocol	8fafaa0f	0	2	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-release-identity-agent	contrib/dave-gaming-pc/codex/pass71-release-identity-agent	a64faaf4	0	1	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-owner-fixes/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-sleeve-crop	contrib/dave-gaming-pc/codex/pass71-sleeve-crop	dcfefa48	0	21	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-sticky-onset-authority	contrib/dave-gaming-pc/codex/pass71-sticky-onset-authority	872a7127	0	3	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-sticky-race	contrib/dave-gaming-pc/codex/pass71-sticky-receipt-race	a17a65e6	0	2	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-stuck-raster	contrib/dave-gaming-pc/codex/pass71-stuck-raster	915f8c9b	0	872	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass71-viewmodel	contrib/dave-gaming-pc/codex/pass71-viewmodel	809fc17a	0	47	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-rigged-bot-gate	contrib/dave-gaming-pc/codex/pass69-3-rigged-bot-live	2ca51ef7	3	4	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass69-3-surgical/node_modules	0	yes	yes	no	yes	C_installed_nodist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-rigged-evidence-integration	contrib/dave-gaming-pc/codex/pass69-3-rigged-evidence-integration	4a22cc92	0	50	yes	real	-	1	yes	yes	no	yes	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-rigged-receipt-diag	contrib/dave-gaming-pc/codex/pass69-3-rigged-receipt-diag	724f14e5	0	12	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-pass69-3-surgical/node_modules	0	yes	yes	no	no	C_installed_nodist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-rigged-visual-los	contrib/dave-gaming-pc/codex/pass69-3-rigged-visual-los	3828d67a	0	0	yes	link	/c/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-all-finger-floors/node_modules	1	yes	no	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-08-09/i-ve/work/atomic-acres-support-aircraft-gate	contrib/dave-gaming-pc/codex/pass69-3-support-aircraft-live	4cd8a474	0	3	yes	link	/c/Users/david/projects/atomic-acres-production-27e0858/node_modules	0	yes	yes	no	no	C_installed_nodist
