s,segment,fps,draws_per_frame,tris_per_frame,heap_mb,over50,over500,max_frame_ms,longtasks,alive,phase
482,1,54,739.4,85005,264.3,1,0,69.3,0,true,active
483,1,67,664,83440,262,1,0,83.8,0,true,active
484,1,69,655.1,82894,293.4,1,0,78.3,0,true,active
485,1,61,668.8,83653,277.9,1,0,79.7,0,true,active
486,1,63,667,83611,269,1,0,81.7,0,true,active
487,1,66,651.2,83106,293.8,1,0,78,0,true,active
488,1,63,666.7,83602,277.2,1,0,77.8,0,true,active
489,1,58,696.9,83930,289.9,1,0,86.3,0,true,active
490,1,62,655.7,82897,285.7,1,0,84.6,0,true,active
491,1,69,733.8,84755,287,1,0,68.7,0,true,active
492,1,63,730.1,84357,273.5,1,0,77.8,0,true,active
493,1,56,717.2,78823,280.6,1,0,85.6,0,true,active
494,1,58,726.8,84378,261,1,0,79.8,0,true,active
495,1,63,710,67069,278.2,1,0,80.6,0,true,active
496,1,66,713.4,72324,270.1,1,0,79.9,0,true,active
497,1,57,727.3,84286,280,1,0,81.9,0,true,active
498,1,59,713.5,72215,292.8,1,0,84.7,0,true,active
499,1,65,740.6,84444,286,1,0,67.7,0,true,active
500,1,63,727.2,84461,276,1,0,79.3,0,true,active
501,1,60,665,83054,289.6,1,0,96.7,0,true,active
502,1,44,1830.9,116111,283,1,0,97.5,0,true,active
503,1,48,1773.8,114736,286.1,1,0,80.1,0,true,active
504,1,44,1800.3,115271,280.8,1,0,86.3,0,true,active
505,1,42,1765.9,114487,304.2,1,0,88.2,0,true,active
506,1,46,1768.9,114580,304.7,1,0,91.1,0,true,active
507,1,47,1784.7,114985,305.5,1,0,91.1,0,true,active
508,1,39,1769.4,114593,263.3,1,0,73.1,0,true,active
509,1,40,1855.8,116823,281.8,1,0,94.4,0,true,active
510,1,46,1802.2,115319,280.1,1,0,91.5,0,true,active
511,1,46,1806.9,116112,279.7,1,0,88.1,0,true,active
512,1,41,1856.8,116862,297.6,1,0,85.7,0,true,active
513,1,43,1689,113530,294.6,1,0,90.2,0,true,active
514,1,50,1767.3,115224,302.4,1,0,96.2,0,true,active
515,1,49,1669.1,113211,275.6,1,0,70.1,0,true,active
516,1,42,1675.8,113303,298.3,1,0,86.9,0,true,active
517,1,41,1735.5,114395,287.4,1,0,87.3,0,true,active
518,1,48,1677.3,113329,290.1,1,0,91,0,true,active
519,1,49,1855.3,116854,296.5,1,0,84.1,0,true,active
520,1,39,1771.3,115303,286.2,1,0,84.5,0,true,active
521,1,41,1830.5,116009,277.2,1,0,90.2,0,true,active
522,1,46,1778.2,115715,274.1,1,0,89.5,0,true,active
523,1,48,1853.4,116756,278.8,1,0,70.4,0,true,active
524,1,42,1862.8,117153,276,1,0,106.1,0,true,active
525,1,44,1850.3,116599,274.5,1,0,89.7,0,true,active
526,1,46,1852.9,116719,275.3,1,0,85.3,0,true,active
527,1,43,1858.9,116908,301.4,1,0,86.7,0,true,active
528,1,41,1853.1,116727,291.7,1,0,92.2,0,true,active
529,1,45,1813.9,116319,289.5,1,0,86.6,0,true,active
530,1,48,1862,117144,293.9,1,0,86.7,0,true,active
531,1,46,1616.5,111997,292.6,1,0,68.3,0,true,active
532,1,40,1772.8,115612,307.7,1,0,89.5,0,true,active
533,1,47,1556.8,109399,307.2,1,0,92,0,true,active
534,1,47,1575.5,110646,283.8,1,0,85.4,0,true,active
535,1,47,1542.7,108977,287.1,1,0,103.1,0,true,active
536,1,38,1546.9,109090,268.8,1,0,108.1,0,true,active
537,1,40,1566.5,110480,285.9,1,0,92.9,0,true,active
538,1,51,1547.4,109122,293.7,1,0,74.7,0,true,active
539,1,49,1720.4,114476,298.6,1,0,68.8,0,true,active
540,1,46,1579.2,110761,296.9,1,0,90.8,0,true,active
542,2,30,1697.6,79257,456.4,1,0,51.5,0,true,active
543,2,44,862.5,59697,508.9,1,0,84.8,0,true,active
544,2,50,919.4,61675,618.4,1,0,68.3,0,true,active
545,2,50,902.8,61323,356.1,1,0,67.7,0,true,active
546,2,46,928.3,61923,430.2,1,0,70.9,0,true,active
547,2,45,928.9,61960,526.4,1,0,84.3,0,true,active
548,2,43,916.4,62012,586.9,1,0,89.3,0,true,active
549,2,46,929.9,62108,265.1,2,0,71,0,true,active
550,2,42,904,61729,358.4,1,0,99.7,0,false,active
551,2,56,963.1,81444,466.6,1,0,112.8,0,false,active
552,2,41,1756,125979,536.9,1,0,81.7,0,true,active
553,2,43,961,82321,582.9,1,0,83.8,0,true,active
554,2,50,810.7,76480,578.5,1,0,86.9,0,true,active
555,2,56,826.7,76949,583.8,1,0,84.1,0,true,active
556,2,61,781.8,75618,597.7,1,0,70.8,0,true,active
557,2,56,786.2,69314,595.6,1,0,69,0,false,active
558,2,69,807.7,68896,610.6,1,0,83.5,0,false,active
559,2,50,1271.7,102493,600.7,1,0,79.5,0,true,active
560,2,55,926,73427,263.3,1,0,95.4,0,true,active
561,2,62,819.5,69251,279.1,1,0,82.3,0,true,active
562,2,56,986.6,103261,294.1,1,0,66.8,0,true,active
563,2,47,1228.5,128377,268,1,0,85.1,0,true,active
564,2,54,1133.6,121564,277.2,1,0,91.7,0,true,active
565,2,53,1162.3,119231,280.9,1,0,81.8,0,true,active
566,2,54,1120.8,117966,285.8,1,0,67,0,true,active
567,2,49,1121,117954,281.4,1,0,87.3,0,true,active
568,2,52,1150.4,118826,283.2,1,0,68.6,0,true,active
569,2,48,1121.8,117975,307.7,1,0,72.8,0,true,active
570,2,49,1201.3,120988,303.7,1,0,86.1,0,true,active
571,2,50,1163.9,119290,299.8,1,0,65.8,0,true,active
572,2,43,1300.6,129047,316.6,1,0,69.7,0,true,active
573,2,42,1150.1,119716,295.9,2,0,93.3,1,true,active
574,2,47,1314.1,122935,321.9,1,0,73,0,true,active
575,2,51,1314,123038,275.7,1,0,84,0,true,active
576,2,48,1323.8,122951,271.6,1,0,92.6,0,true,active
577,2,47,1315.4,117798,264.6,1,0,88.8,0,true,active
578,2,51,1307.1,112266,266.1,1,0,85.2,0,true,active
579,2,56,1309.9,112002,277.8,1,0,68.2,0,true,active
580,2,52,1241,111417,278.5,1,0,71,0,true,active
581,2,40,1300.6,112108,287.7,1,0,90.3,0,true,active
582,2,52,1165.8,108437,294.4,1,0,92.1,0,false,active
583,2,109,351.5,47898,292,1,0,80.2,0,false,active
584,2,82,365.9,50241,293.7,1,0,59.7,0,true,active
585,2,70,339.1,48414,305.9,1,0,80.2,0,true,active
586,2,78,369.6,49413,298.4,1,0,78.9,0,true,active
587,2,76,359.1,49296,293.4,1,0,79.7,0,true,active
588,2,73,338.3,48870,311.4,1,0,67.8,0,true,active
589,2,65,358.7,49288,270.1,1,0,82.2,0,true,active
590,2,80,348.1,48335,265.7,1,0,85,0,true,active
591,2,80,339.3,48405,285.5,1,0,61.6,0,true,active
592,2,75,339.1,45542,270,1,0,82.5,0,false,active
593,2,87,415.4,51753,272.4,1,0,74.1,0,true,active
594,2,81,325.7,46153,271.4,1,0,93.4,0,true,active
595,2,81,327.7,45335,300.6,1,0,76.8,0,true,active
596,2,70,296.5,44672,280.8,1,0,80,0,true,active
597,2,57,298,44840,262.8,1,0,78.2,0,true,active
598,2,81,321.7,45186,263.8,1,0,95.2,0,true,active
599,2,76,298.3,44847,275.2,1,0,80.1,0,true,active
600,2,66,340.4,46287,273.8,1,0,79.4,0,true,active
601,2,69,328.3,45356,277.9,1,0,80.3,0,true,active
602,2,85,338.8,47800,290.1,1,0,60.6,0,false,active
603,2,53,1826,151453,274.9,1,0,75,0,true,active
604,2,39,1726.8,150546,298.2,1,0,107.9,0,true,active
605,2,44,1758.2,151271,299.3,1,0,90.2,0,true,active
606,2,48,1708.1,149692,279.3,1,0,69.9,0,true,active
607,2,44,1711.9,149889,281.4,1,0,90.4,0,true,active
608,2,41,1751.3,150618,304.6,1,0,91.1,0,true,active
609,2,45,1699.9,137808,301.7,1,0,94,0,true,active
610,2,48,1776.2,133425,302.5,1,0,71.5,0,true,active
611,2,41,1738.9,132640,318,1,0,72.1,0,true,active
612,2,40,1885.2,135995,302.1,1,0,91.9,0,true,active
613,2,48,1830.3,134692,296.3,1,0,71,0,true,active
614,2,48,1864.3,135559,326.1,1,0,70.4,0,true,active
615,2,40,1890.3,136087,308.5,1,0,88.6,0,true,active
616,2,41,1850,135374,325.1,1,0,77.2,0,true,active
617,2,47,1858.8,135503,320.7,1,0,84.9,0,true,active
618,2,46,1887.4,135981,266.9,1,0,70.9,0,true,active
619,2,38,1853.4,128632,281.1,1,0,91.7,0,true,active
620,2,45,1851.9,124678,277.5,1,0,93.9,0,true,active
621,2,47,1880.4,125185,278.4,1,0,77.4,0,true,active
622,2,46,1742.1,122136,275,1,0,71.9,0,true,active
623,2,52,968.1,104620,300.7,1,0,90.1,0,true,active
624,2,58,856.7,100781,285.9,1,0,68.4,0,true,active
625,2,63,939.6,103686,275.1,1,0,66.9,0,true,active
626,2,56,840.8,100308,277.6,1,0,83.7,0,true,active
627,2,52,846.8,100397,273.6,1,0,69.6,0,true,active
628,2,59,921.7,103255,284.1,1,0,81.5,0,true,active
629,2,66,840.6,92183,274.2,1,0,82.1,0,true,active
630,2,53,929.2,93421,273.7,1,0,64.2,0,true,active
631,2,51,931,92843,269.7,1,0,87,0,true,active
632,2,60,990,95817,289.3,1,0,87.2,0,true,active
633,2,62,943.8,93414,269.6,1,0,73.7,0,true,active
634,2,53,995,95601,269.8,1,0,66.8,0,true,active
635,2,52,990.1,95781,300.3,1,0,69.1,0,true,active
636,2,51,995,95273,296.6,1,0,66.5,0,true,active
637,2,50,995.1,95273,272.5,1,0,84.3,0,true,active
638,2,48,990.2,95709,265,1,0,86.1,0,true,active
639,2,50,995,95283,288.9,1,0,75.3,0,false,active
640,2,77,957.5,93912,267.4,1,0,65.7,0,false,active
641,2,55,1391.5,113218,268.3,1,0,79.1,0,true,active
642,2,51,954.1,94072,271.9,1,0,89.8,0,true,active
643,2,73,264.3,42953,286.4,1,0,86.1,0,true,active
644,2,85,229.3,42264,292.4,1,0,94.5,0,true,active
645,2,72,234,42182,278.4,1,0,67.7,0,true,active
646,2,65,227.2,42240,280.9,1,0,86.2,0,true,active
647,2,80,228.1,42253,267.6,1,0,69.4,0,true,active
648,2,83,231,42182,288.9,1,0,78.1,0,true,active
649,2,79,228.6,42255,280.4,1,0,62,0,true,active
650,2,77,250.7,42158,296,1,0,63,0,true,active
651,2,83,236.2,42192,291,1,0,62.6,0,true,active
652,2,91,283.5,43182,300,1,0,77.3,0,true,active
653,2,81,257.3,42276,290.7,1,0,59.6,0,true,active
654,2,60,292.4,43624,261.6,1,0,77.2,0,true,active
655,2,62,279.3,43197,291.7,1,0,78.5,0,false,active
656,2,92,292.9,44738,268.8,1,0,78.2,0,false,active
657,2,87,513.3,58375,290.8,1,0,75.1,0,true,active
658,2,69,305.3,44712,274.7,1,0,98.2,0,true,active
659,2,75,291.9,43707,270.6,1,0,95.4,0,true,active
660,2,77,263.4,42398,293.7,1,0,78.7,0,true,active
661,2,64,278.8,43176,288.5,1,0,79,0,true,active
662,2,60,237.2,42126,285.1,1,0,84.2,0,true,active
